# period radius radius_uncert
8.326939623926914891e+00 5.324245575550716758e+00 1.075426729660895697e+00
7.976203275082156985e+00 4.305256271291021619e+00 3.620758958548010442e-01
8.163694812363150533e+00 4.319845213896389424e+00 1.201093079210558745e+00
7.934625383594624992e+00 4.052728366323448128e+00 1.101001192909298654e+00
8.008649382437937447e+00 4.142605718388777447e+00 5.117826335625859091e-01
8.015319127927062581e+00 4.431220167605873783e+00 1.274661482244200394e+00
7.514403627753438286e+00 5.103357288291403115e+00 1.224215481290119811e+00
7.986273497977285807e+00 4.382214237541440127e+00 4.562298927559502171e-01
8.681531259537553780e+00 6.767241908185640753e+00 1.544518874855869806e+00
8.425365322293483672e+00 4.592115010044838463e+00 4.784004694733110519e-01
8.818216113490693786e+00 6.216664737591736767e+00 1.533450870464234672e+00
7.488731774004307340e+00 4.640704999159479982e+00 1.579282600234166667e+00
8.187723112012282201e+00 5.613410950562774282e+00 8.140584199083400474e-01
8.572971571339557784e+00 5.577294504373439210e+00 5.925972885394727996e-01
8.109749807579607506e+00 4.295116863640805249e+00 5.692979561426292356e-01
8.119942818631370685e+00 6.075016203480636534e+00 1.861989836651903429e+00
7.768397317886623021e+00 8.626844856167201314e+00 8.469825507548525145e-01
8.231763951432130355e+00 8.006524433417718356e+00 3.102885647474219244e+00
8.347506759598182668e+00 1.934598902954259358e+01 3.287444675151080187e+00
7.677154578522187300e+00 1.695849951634092889e+01 3.345079260254882225e+00
7.537787351938725067e+00 1.255618823581536780e+01 3.337151332702452677e+00
7.912717448272419851e+00 1.724585834815241014e+01 1.928095866934525171e+00
8.419995472517184609e+00 2.376215352805312264e+01 4.984054029295349686e+00
9.271251481467487565e+00 8.669740960381370209e-01 2.676636707942920967e-01
1.045415979652421079e+01 1.085636136827971443e+00 9.934860554732062587e-02
9.491113651690268327e+00 1.178100925781285557e+00 3.088474409792810182e-01
1.009162341511533789e+01 1.012307779751814296e+00 1.145888064349745300e-01
1.041860999676766930e+01 1.620161428581898599e+00 3.765660008605832276e-01
9.225977693528324863e+00 1.627009033888160427e+00 1.606788750968369262e-01
1.008839472467456311e+01 2.081815621244746506e+00 5.764423426825321384e-01
9.559841293947092922e+00 3.801593428310308109e-01 6.156616711879721038e-01
1.039048900192023162e+01 2.314103145151189533e+00 3.211135263121563943e-01
9.582685130691446673e+00 2.474304814342020098e+00 6.379739222962103051e-01
9.593567056020193107e+00 9.115313972060974379e-01 6.689028766020496120e-01
9.297770641603298358e+00 1.503621950605684710e+00 6.731184646282477591e-01
9.750248601910969981e+00 2.295079299531889383e+00 2.850142666610239739e-01
9.422738993896949466e+00 2.700721744384897427e+00 2.584384697588364976e-01
9.194708839128983513e+00 2.382036850168042896e+00 7.864211538545113900e-01
8.869132213711376167e+00 2.967491564058533537e+00 8.224534251078784441e-01
9.079860026786638727e+00 2.648029111527912427e+00 2.922981288592132465e-01
9.205038260228473490e+00 2.068070031681310539e+00 8.167608543915526598e-01
8.888436374865436918e+00 1.559627461982981078e+00 9.419366390776355846e-01
9.462976682483033031e+00 2.429418436652619473e+00 8.995688061588801299e-01
1.051091855009589970e+01 2.133016159614640195e+00 8.967771591614659421e-01
9.686051236123661923e+00 3.073163053276612544e+00 1.007010715545307189e+00
9.538303902046195049e+00 3.146106440575396679e+00 1.050783347225475284e+00
9.613196619414184241e+00 3.682467148038916172e+00 1.022363548302524405e+00
1.031442230494356060e+01 3.714070364770989841e+00 1.241679458010478410e+00
8.977853176027938531e+00 5.957177031632824082e+00 1.312176977460345118e+00
9.038488783624368139e+00 3.798524873405853430e+00 4.383345582170447563e-01
1.029892385322270343e+01 3.555673832526298650e+00 4.524547163883561596e-01
9.808346518800952651e+00 5.492727997054400291e+00 1.510329295408984862e+00
9.442417055559086947e+00 2.833724232923571229e+00 1.608455018335058773e+00
1.050154854115155878e+01 5.305329586548789500e+00 1.485732481374872016e+00
9.057271477682231620e+00 4.877694035452183385e+00 4.828819944004575926e-01
9.351173148943075830e+00 5.748685220946068597e+00 8.200602121378378628e-01
9.039842207142973152e+00 6.497368385025144910e+00 1.828357649766037873e+00
8.894694692051510643e+00 7.679237230506457124e+00 1.143779817929735154e+00
8.864128635517477761e+00 7.216554343400728655e+00 2.282716647064479076e+00
1.050545510672655425e+01 1.139338773516013426e+01 1.061555037200824225e+00
9.986142608854828850e+00 8.671853925857556433e+00 1.081261162182398650e+00
9.732139805401763155e+00 5.387525133277750733e+00 3.981653372579958106e+00
1.043813484860325858e+01 7.609849029616109206e+00 3.439627102502697209e+00
9.440187477009811090e+00 1.254917201725888631e+01 1.176838998613284115e+00
9.982722153302240997e+00 1.127847823402138872e+01 5.485841862400090641e+00
1.192730720643143272e+01 5.683410141066830290e-01 1.862615696218251071e-01
1.247419899947638200e+01 7.057327821129563139e-01 2.581725371572448635e-01
1.223173842668616906e+01 8.755555695060208699e-01 3.216210638743535744e-01
1.227301425526373357e+01 1.321041330894810129e+00 3.752623881301346276e-01
1.157443361081037558e+01 1.429896443100180159e+00 3.999391997185074987e-01
1.249835284862012053e+01 1.450381077766537130e+00 1.444546943067330780e-01
1.079440657985002794e+01 1.384687354422894590e+00 1.568887389505689844e-01
1.076990564205495637e+01 1.757528725175778961e+00 2.637471457236345573e-01
1.231851046684746720e+01 1.923947985186482246e+00 1.817604058605015727e-01
1.236682874117444442e+01 2.888545039030011807e+00 6.781655653649005799e-01
1.230435175186123153e+01 1.645226079311058909e+00 6.311380996037242452e-01
1.196738177914754075e+01 1.918691801329884372e+00 7.162628024273924865e-01
1.073803503482580091e+01 2.483483517026388476e+00 2.816383340336707231e-01
1.086615592046123169e+01 2.928455493565182532e+00 2.657568785205577933e-01
1.165523736463959814e+01 2.197571926130792441e+00 3.000855992734683952e-01
1.145740344150998880e+01 1.372407158082412870e+00 7.490744799149158251e-01
1.138252658123917982e+01 2.626770075743761090e+00 3.117342990026898408e-01
1.087967612661325667e+01 3.258531383557719874e+00 8.181476503775338971e-01
1.138384520912357445e+01 4.058541778426265623e+00 8.362850998072423048e-01
1.242825559805941005e+01 3.166432818279798944e+00 3.321029574615113611e-01
1.213509101278404501e+01 3.558447027569019205e+00 3.496221849442620599e-01
1.158858934628961102e+01 3.267406025237879152e+00 9.411108550268419970e-01
1.124074805264034360e+01 3.858369178003318911e+00 1.091670329298672693e+00
1.086194916795913556e+01 3.046757930068773934e+00 5.106935577344602351e-01
1.124449833217013861e+01 2.589884514275991645e+00 1.203139624955239517e+00
1.104907252478450097e+01 2.376259191120777103e+00 1.260105373618830571e+00
1.120086432829960899e+01 4.195199696360826458e+00 1.442704458520828403e+00
1.100151664614070768e+01 3.804391840338680275e+00 1.410915378013913424e+00
1.156138157518795673e+01 4.603587537011965658e+00 1.539435959323883774e+00
1.196980557448196514e+01 9.369792113882484230e+00 1.830553332767584029e+00
1.215810927262901409e+01 4.643164510055099115e+00 2.134828879851069949e+00
1.088957067576568960e+01 5.406409277804113955e+00 2.019443327691265999e+00
1.157366184474562054e+01 1.047647657473635263e+01 2.134433047700439623e+00
1.198260013931214196e+01 8.063300542879430211e+00 2.822015442613931224e+00
1.145717733324539900e+01 1.029841639499689521e+01 2.778930753904433004e+00
1.084431563131482257e+01 1.318813555943860116e+01 1.392487711563774155e+00
1.139612828603869055e+01 9.229978364062361607e+00 1.805563432396844137e+00
1.194933091888266752e+01 4.493974489341123757e+00 5.305930018644438029e+00
1.077906285959910271e+01 2.418278917124087002e+01 6.051259766650393779e+00
1.092475625924202554e+01 2.043585213452401561e+01 7.037669048396110405e+00
1.214453316869090038e+01 3.035698780476356973e+01 5.302644855094797549e+00
1.200347030540299897e+01 2.869789095896822317e+01 3.150264502394450883e+00
1.458093254263822658e+01 8.182686026161021253e-01 2.796298323288995968e-01
1.388680057244386212e+01 9.802626565756386023e-01 1.265166021162040799e-01
1.336442434582770744e+01 1.169106863276333286e+00 3.127505221635647481e-01
1.460752370267636735e+01 1.016442798659959124e+00 3.433292270702072435e-01
1.446533991255481588e+01 1.189694430128163116e+00 1.351583213305597997e-01
1.413111358727344324e+01 1.468349052326467952e+00 4.387406501497958522e-01
1.361719228996608066e+01 1.221263208507143982e+00 5.282974185163773484e-01
1.465877253641441058e+01 1.329048141279960848e+00 5.470845056050946953e-01
1.370518225626314290e+01 1.595478476012448299e+00 6.017158957360404514e-01
1.355706314883660646e+01 1.950130399907165968e+00 5.988199965281647552e-01
1.369918422984594031e+01 2.037379325216259307e+00 6.715349779402020047e-01
1.465902843733204541e+01 3.067596517009915313e+00 7.643938336840515602e-01
1.475504233976458401e+01 2.935821058566547848e+00 8.094923124222161981e-01
1.324649096946339277e+01 2.281875037042647492e+00 2.939836593619510885e-01
1.368164565528064713e+01 3.188611304934190649e+00 3.164397592494718747e-01
1.451925032937268867e+01 3.009479715444986159e+00 3.755936583865789324e-01
1.348906255496861561e+01 5.019426992465795045e+00 9.121226240831770138e-01
1.482346013444666966e+01 4.161015722662712690e+00 9.397633176133705080e-01
1.418735774454633614e+01 2.735818697502467423e+00 1.048396875486681257e+00
1.424902608296214801e+01 3.793822643218647261e+00 4.067388502088145619e-01
1.313843833778770787e+01 4.146239373195601097e+00 1.104269486071578266e+00
1.445217222172308169e+01 3.287873560830105735e+00 4.155792436375533305e-01
1.275260391718730979e+01 4.389100736587729479e+00 5.085973011453481796e-01
1.476142561582745394e+01 5.273559452696362726e+00 1.213215203185543434e+00
1.371536095157267354e+01 2.610436003738732413e+00 1.163709380808475302e+00
1.482824158220279465e+01 4.270994201922378330e+00 1.349221850930379940e+00
1.468888572841947493e+01 6.053703037580804747e+00 1.698092398984109019e+00
1.325629706040217215e+01 1.367859089026039143e+00 1.621146665443561785e+00
1.260927062377417940e+01 3.593469592029159276e+00 1.696472059821580780e+00
1.262640883204552011e+01 7.026919106835729067e+00 7.795420602536009547e-01
1.276193982423249018e+01 8.497049150353797486e+00 2.480292398362442974e+00
1.321268128707062672e+01 5.467137563001971401e+00 2.406224131312170833e+00
1.333502819340998613e+01 1.368099593842336326e+01 3.737187932530859236e+00
1.443102243832319509e+01 1.077761887614641978e+01 3.770791553400433038e+00
1.356036264381352474e+01 1.367690795962858452e+01 1.446697920886839128e+00
1.256464428266691868e+01 1.560627139015773679e+01 1.694292980489113587e+00
1.354006922458380302e+01 3.380020122719429310e+01 3.745450025836358332e+00
1.586338387570051900e+01 1.003408811343775131e+00 9.062825534222315738e-02
1.756678150401026528e+01 9.291405107711426803e-01 3.064404994566956031e-01
1.651247228445839710e+01 1.165896711894078397e+00 3.350047080632950203e-01
1.556998719397339137e+01 1.313848408518030420e+00 1.584253666827882268e-01
1.764486892909202354e+01 1.630707855142105478e+00 4.046129772588124562e-01
1.750610846414995692e+01 1.104569741596650001e+00 1.556924499720689636e-01
1.685764062577466404e+01 1.254873926495944980e+00 1.535608339147220280e-01
1.515042713196104707e+01 1.436193817411098639e+00 1.655138403641421563e-01
1.604144513149439533e+01 1.448119378715515548e+00 1.785970314344073051e-01
1.570702286539582282e+01 1.496307227521581407e+00 4.698739947286965646e-01
1.625926867354638361e+01 1.480759986431972930e+00 1.749428142488526350e-01
1.599000615693227090e+01 1.714048225989960983e+00 2.014413595697545079e-01
1.606978311878238230e+01 2.175402698615092945e+00 2.022334262421011664e-01
1.711528295085209095e+01 2.165651371533314773e+00 5.901840197201820848e-01
1.531427052902178509e+01 1.774589594629570444e+00 1.971558047231763700e-01
1.512682160977946566e+01 1.710095731259007046e+00 2.203328950664696917e-01
1.595650383138143447e+01 3.686290821945734653e+00 6.937020222306347073e-01
1.562422719241995672e+01 1.050873859479647399e+00 7.041508828946505538e-01
1.495997785739021602e+01 3.263992698028439943e+00 8.363176929254518832e-01
1.588989340652632620e+01 2.558727339618657393e+00 7.676225030789168846e-01
1.493571961257132230e+01 1.501188492988222212e+00 8.933103900796394159e-01
1.527339756228714940e+01 2.974344121571835142e+00 3.470988819777914292e-01
1.601190491331996668e+01 3.116798613084566849e+00 3.317343108232951865e-01
1.596829995985001105e+01 3.374523394860183156e+00 3.792764104161565064e-01
1.689688590206612773e+01 2.045257905844002799e+00 1.111016462478352285e+00
1.661634628556123161e+01 3.698045109594251034e+00 5.148088352194905015e-01
1.716427157580437068e+01 3.537080634387057110e+00 4.081876184653022155e-01
1.714609581515894732e+01 3.888186383433218207e+00 4.178151543584404104e-01
1.528736148401522321e+01 3.728132398856412344e+00 4.668439423195230864e-01
1.686552009624870507e+01 4.767517738278719719e+00 4.519412059228457013e-01
1.629286440944322578e+01 4.085933678659860568e+00 1.358919978176420962e+00
1.757335503624306838e+01 7.327175677040248303e+00 1.452610229982154166e+00
1.727386978793177263e+01 3.434205752518087351e+00 1.406050901825129928e+00
1.602653697328739568e+01 5.423596230916023053e+00 4.783722514925364822e-01
1.551791433213535853e+01 4.599521354743211887e+00 5.117395947939734624e-01
1.648785372133769656e+01 4.463307535291551886e+00 6.328244869065594580e-01
1.641405771638247302e+01 4.806723911765460322e+00 1.705701597015018001e+00
1.551287774403152930e+01 6.065111450277654193e+00 1.933371724864379360e+00
1.598759282051361374e+01 6.840643549099020504e+00 7.240414271876092211e-01
1.682626665512447062e+01 8.511116341660587281e+00 8.491944240861998283e-01
1.612927766609851332e+01 9.099543788309560455e+00 3.365721999261586106e+00
1.709139461929942527e+01 1.227987640833981153e+01 3.729983847773906458e+00
1.615329928001198567e+01 1.386988113521567101e+01 1.912971501987256628e+00
1.528609849677612154e+01 1.397633405411062490e+01 4.854142217130593906e+00
1.654537586440644503e+01 1.722881524928507346e+01 1.701389690759044893e+00
1.597739598069936839e+01 2.154021300016436768e+01 5.384844888488957260e+00
1.650211128463215715e+01 2.290898303240996725e+01 7.107481670554995468e+00
1.573994421178506897e+01 1.270539654402918295e+01 8.831727463395408151e+00
1.657675203488168947e+01 2.639431724554151160e+01 3.299274116201322382e+00
1.865591072709535325e+01 9.493180459672131422e-01 2.796345514370761620e-01
2.017122915742418243e+01 1.001381278315614631e+00 6.706476370895003702e-01
2.002098197952380332e+01 9.330390693385649525e-01 4.543491592250966660e-01
1.834767569347982175e+01 1.530183636392039137e+00 1.794428286748221413e-01
2.006834548241047145e+01 1.934522365873697858e+00 1.995010720288491468e-01
1.926648318151964290e+01 2.006472855346788542e+00 6.489311498049029625e-01
1.880961589038652804e+01 2.336980379397187502e+00 2.110591490525002001e-01
1.958270489266680059e+01 3.538324826175206717e+00 6.440458330490587135e-01
2.006347626845406751e+01 2.868082884521822695e+00 3.419884438505783608e-01
1.808682573115646974e+01 2.427586359632623925e+00 8.764065457061489539e-01
1.919464222726137947e+01 4.095674108365335186e+00 6.018329540982171322e-01
1.809970660947693588e+01 4.339305966817025961e+00 4.290327605117942311e-01
1.989059675981978259e+01 5.668112563123580472e+00 1.452624970885280087e+00
1.860676638947740358e+01 4.544942563409248848e+00 1.454706512561490417e+00
1.986846419172097100e+01 5.244633279777801249e+00 1.462992210481378841e+00
2.093456054628564189e+01 5.058839875921785634e+00 7.781547176790976073e-01
2.011478537089038809e+01 5.849189847123096087e+00 7.090981678331739202e-01
1.807615463136979983e+01 6.719841574263580419e+00 1.751601322108620629e+00
2.082145753779930075e+01 9.057643778560887426e+00 3.103846714986747024e+00
1.972805271748060107e+01 1.262649577827374259e+01 3.610778817106395255e+00
2.456062675660407990e+01 1.007099478900266964e+00 2.996369109950693388e-01
2.277895230193971443e+01 1.105978198736062179e+00 3.005540492479646386e-01
2.192473908595681920e+01 1.683261306168573057e+00 3.586796332140376187e-01
2.400508384959970698e+01 1.605501827267044046e+00 4.145197847941241021e-01
2.362917628156011673e+01 1.068532383596998425e+00 4.972394263072879572e-01
2.389772621485984772e+01 1.951563371014923165e+00 1.832367049719271224e-01
2.369695278574861774e+01 2.486914988253251746e+00 5.108823215668036877e-01
2.483376530147128491e+01 2.253520168350861219e+00 2.231584502171971574e-01
2.440579920128062241e+01 1.994164354357736313e+00 2.327034151715704213e-01
2.228238375267626736e+01 1.828097843420979141e+00 6.709614613329705213e-01
2.206983187703230698e+01 2.393690551414980661e+00 7.377477317066816198e-01
2.118260802398391363e+01 2.567649473471685706e+00 2.601774175556588742e-01
2.165639185110408960e+01 1.768403992690701365e+00 7.861574344950521542e-01
2.285833014059659618e+01 2.850067284207029594e+00 2.800234955788992175e-01
2.166632745391585857e+01 1.687074295009974634e+00 1.047004588642586720e+00
2.403330996138989306e+01 2.708783707137577323e+00 5.090779753387417728e-01
2.242876976109658571e+01 7.148780884698828331e+00 6.098463988085026655e-01
2.408329405809084989e+01 6.401261370888138735e+00 6.353733144405029343e-01
2.292065763144699986e+01 7.670287518228029455e+00 7.365112321418980645e-01
2.393068200322389316e+01 7.372082937798592361e+00 7.689767555685488309e-01
2.180909972642930228e+01 6.697368062034872338e+00 2.689104911989617541e+00
2.370745720703592241e+01 9.980929268650282182e+00 1.034361618591407295e+00
2.150257517995481393e+01 1.154160081759141399e+01 1.111276440725507797e+00
2.257082832347866486e+01 1.064590645136239822e+01 3.996031884512668775e+00
2.370062548674005853e+01 1.527300956269554355e+01 1.490268311334575602e+00
2.456291125734999881e+01 1.169919392791331347e+01 4.481360294391014243e+00
2.431998220654037723e+01 1.709246195863291007e+01 1.952048643253541549e+00
2.117677834185278130e+01 2.482639054446781302e+01 2.330651483116859879e+00
2.702719994443314633e+01 7.183566431636498884e-01 3.476718782454375489e-01
2.500759053424511080e+01 1.224557340259965654e+00 2.058102837502419347e-01
2.892119258135850757e+01 1.196531112108969230e+00 4.826558269253481415e-01
2.636467716602139788e+01 9.521401891697893749e-01 4.539120374444829964e-01
2.639864129716781704e+01 1.687179959564039322e+00 4.644574512431224322e-01
2.635177846966130133e+01 2.563831729804596726e+00 5.663307169281373010e-01
2.758467955892828982e+01 2.363321870522179680e+00 5.282085999432242218e-01
2.659227322679886285e+01 1.856815387241705695e+00 1.819486461994606896e-01
2.563635414966553228e+01 1.730978019764255471e+00 1.971882052381068728e-01
2.723594936409813982e+01 2.188522732087815559e+00 7.303115512775121276e-01
2.952321595565345902e+01 2.176560025194719472e+00 2.525122632772242026e-01
2.904901154571853539e+01 1.965258906417381990e+00 7.961891804685136131e-01
2.771377261353090304e+01 1.889435875704905676e+00 8.174669066782717097e-01
2.662272180637199881e+01 1.643304754498595255e+00 7.754943471226446450e-01
2.593504953554911197e+01 2.088257776252720799e+00 9.718108087433747766e-01
2.783422208230721040e+01 3.520007041911437096e+00 1.007807732056780425e+00
2.568965619961565139e+01 2.591446441135940582e+00 1.180899788398361849e+00
2.738462323144071320e+01 4.467683885615047146e+00 4.246912892754118318e-01
2.592305168791443748e+01 4.270063005394254319e+00 1.301431428119085520e+00
2.947328178971899604e+01 6.589263460756344948e+00 1.377556015093319042e+00
2.573268432421450669e+01 6.030634544424016141e+00 1.471337439106933820e+00
2.525474140180504889e+01 5.050471705862033645e+00 1.843050061078880697e+00
2.737749122856873640e+01 5.341702843441296977e+00 1.927394403341736950e+00
2.619873737170087225e+01 7.900703145596549959e+00 1.874911967821433878e+00
2.658103519347212540e+01 5.608446436113912803e+00 1.954041895408866747e+00
2.603045484985712221e+01 2.877179770694961114e+00 2.487612629064764214e+00
2.787000546596427952e+01 1.155209967825754447e+01 3.222171588271510512e+00
2.839911751347818836e+01 1.540309410151111535e+01 1.864258986708432042e+00
2.921063786492465297e+01 1.297826187259836850e+01 5.051734378155107841e+00
2.740042631588754674e+01 1.630694670185110340e+01 1.568058039688335015e+00
2.674433902773198213e+01 1.789014336490497570e+01 1.962748796413912311e+00
3.525605831913873800e+01 1.342487109187219030e+00 1.637072726469074313e-01
3.368800709094839618e+01 1.821864936236060384e+00 4.589508246624810495e-01
3.348913727709749111e+01 1.456282841039163056e+00 1.913534482541056625e-01
3.515494739144633485e+01 2.187966204113472202e+00 4.522934804613806259e-01
3.086769413976684007e+01 2.213602382503510047e+00 2.070204750117608794e-01
3.354471597301839836e+01 2.678148455521964344e+00 7.553881315427146692e-01
3.075515427334476115e+01 5.857535476309285727e+00 1.134952789391854733e+00
3.317324748059566275e+01 4.502452282573975673e+00 4.236548875005594073e-01
3.224879408504576617e+01 3.768345123898020788e+00 5.073690147358256297e-01
3.221227097810851348e+01 2.713961049640259748e+00 1.490467190229929351e+00
3.518745943953391730e+01 4.636823881137931203e+00 1.422217372628060250e+00
3.295442089481188930e+01 6.497106159975311712e+00 1.592190498408644350e+00
3.373427626493557341e+01 5.174694578952196977e+00 8.059230270965281884e-01
3.275978714023353433e+01 6.155918325747831155e+00 1.821795105832806350e+00
3.397010310935336719e+01 2.648639717144569694e+00 1.844331548660665065e+00
3.317255827380380850e+01 6.016870560057614448e+00 2.116143686453010542e+00
3.029508773345636996e+01 7.298079938399767208e+00 8.929312059894481957e-01
3.144786380276678273e+01 7.392162498725609154e+00 2.485969811735269097e+00
3.011890309172995828e+01 2.867885971029689784e+01 3.198717412781845848e+00
3.737355681498890192e+01 1.831717945796649261e+00 3.561309897471561237e-01
3.908605970864415013e+01 1.142346070550754211e+00 4.173109335423826893e-01
3.670441421623785772e+01 2.002920879544088262e+00 4.056256845299112124e-01
4.130940101086911653e+01 1.438083211418872187e+00 4.750669291799832772e-01
3.981476788217473484e+01 1.697116250770576817e+00 1.856093528849655505e-01
4.027162460561883250e+01 2.236567142883441495e+00 7.901440916038459106e-01
3.560469599152122555e+01 2.334346267640712735e+00 2.914076295125527793e-01
3.721844533229976548e+01 2.343947855809359382e+00 7.986733916622330565e-01
3.721171419487252052e+01 9.603081577697889504e-01 8.480118967809037178e-01
3.999654050298330077e+01 3.055963255566917169e+00 4.177972303606857229e-01
3.936204332560993890e+01 3.715761048965225744e+00 9.084536185691591825e-01
3.719655505279617103e+01 3.140213377868297684e+00 3.338551778290414496e-01
3.707199586979008643e+01 2.032733101297277134e+00 1.143067834916953185e+00
3.614671472360790716e+01 1.752990112067799311e+00 1.061734373314430657e+00
3.537824385263983373e+01 3.966012356241802816e+00 4.667427365128126726e-01
4.033157776355665192e+01 5.559681511286815869e+00 1.381026215032417070e+00
3.893038368022538265e+01 6.510913273480962715e+00 1.844449648205673586e+00
4.041544224747723746e+01 6.834630258620753018e+00 8.396492768765897452e-01
3.978636631496745935e+01 8.080461573768692674e+00 2.250733880050469260e+00
3.935714361551183771e+01 7.620457147399885223e+00 3.982164758575694741e+00
3.883927686274004998e+01 7.522825659282375454e+00 4.858698964586365854e+00
3.721214296028433210e+01 2.964854024084383610e+01 3.411046390314265153e+00
4.947026637981234387e+01 1.556190805543263389e+00 1.708219965340363744e-01
4.508935190882824884e+01 1.276758373579151895e+00 5.031632201118664272e-01
4.243242126741679243e+01 1.554927452416457578e+00 2.182812470928081339e-01
4.704984615260345038e+01 2.211920526422146427e+00 8.041893921239815501e-01
4.602048957703421195e+01 2.698081326004089231e+00 7.974034527773384839e-01
4.338982084564111830e+01 1.956891886117796631e+00 8.194279968905703315e-01
4.848044472719140430e+01 3.352541669383750200e+00 3.246206742357303221e-01
4.389315773583086866e+01 2.643297091600844251e+00 8.868991514398320009e-01
4.560547931305504932e+01 3.127266982092858250e+00 9.799625051585720836e-01
4.460955891241351878e+01 3.423845137642173242e+00 4.101205648591602082e-01
4.423972804517912039e+01 6.017876551828104326e+00 1.368079764462158732e+00
