# period radius radius_uncert
9.236370200156674315e+00 2.027349439770609330e+00 7.344899316649413645e-01
1.027273605767920905e+01 2.528293478176514064e+00 2.747132819042099050e-01
1.048364078138097888e+01 3.391518490415168507e+00 8.320290715809334214e-01
9.500917474988444411e+00 1.710047862975830446e+00 8.807806241353652865e-01
9.956495269462420694e+00 1.021538706439843347e+00 7.928995107378521423e-01
9.767477621236206886e+00 2.704021506835767141e+00 4.609637474393584733e-01
9.073036710156440421e+00 3.521089651920948693e+00 9.365070766520295908e-01
1.016586692911022816e+01 3.366976654817579462e+00 9.691719925109000267e-01
9.560907294960845348e+00 3.678358163609561693e+00 1.323199608266199645e+00
8.859672312700524799e+00 5.995852012703195122e+00 1.717845977616788478e+00
1.045704613449854925e+01 3.696334580782990376e+00 1.867898918274183861e+00
1.028234394952353270e+01 2.734521018808692716e+01 6.837052947257927116e+00
1.011604910584233963e+01 3.065861661547827666e+01 3.404133361486445075e+00
1.071883134941267102e+01 9.093840121919433139e-01 2.699989017774097055e-01
1.239398984539117521e+01 9.830989053800623934e-01 3.383723826147886360e-01
1.106517064194663469e+01 1.416927002776712241e+00 3.818281429117344472e-01
1.136841824633206954e+01 8.483460098588362364e-01 3.082476593043055879e-01
1.149415406936654982e+01 1.514225846470545589e+00 3.638679535223954820e-01
1.157162884484984211e+01 8.434786901851700769e-01 4.120636121252969075e-01
1.059885471148217739e+01 1.133542843433513747e+00 1.460001733681478564e-01
1.225891957426513912e+01 1.295054003548788968e+00 5.233908636973996220e-01
1.174550075887433209e+01 1.769231920182727347e+00 2.268944380920696891e-01
1.215594188065187886e+01 2.773395705533451050e+00 5.803666030903211759e-01
1.164940754226900843e+01 1.273510137296157918e+00 6.198708439442670581e-01
1.119064653816195687e+01 2.174245443659015287e+00 6.084674062363267799e-01
1.192158447650647091e+01 2.503904787981699354e+00 2.423293879923023031e-01
1.057181951362133177e+01 3.334396257257812302e+00 6.971145458987064725e-01
1.248366672782556464e+01 2.252754890804308019e+00 6.871275473436481152e-01
1.089581030450994881e+01 2.225206316621884284e+00 2.382278819237287071e-01
1.158975062184717686e+01 2.189083242378212280e+00 7.316819774286891231e-01
1.223271219929560338e+01 7.512159767599018156e-01 8.378731766112281765e-01
1.203377226647337039e+01 3.069892868087030102e+00 2.892321666094960775e-01
1.206414571500456034e+01 2.655723442413944202e+00 3.804460283985491853e-01
1.094076233362167372e+01 2.609111496517987128e+00 9.969317622858107075e-01
1.205851688769130625e+01 4.233738910815126211e+00 4.878375797918801382e-01
1.196914924087440646e+01 2.632291257250671812e+00 1.057838076867282151e+00
1.104529010976434122e+01 7.842401036218864974e+00 8.382334313931217862e-01
1.468445506205957685e+01 8.304066804853308392e-01 8.767051784279007720e-02
1.462982698465849651e+01 8.671267941178933958e-01 9.789273668084629010e-02
1.445890500216032670e+01 5.903283146850617502e-01 2.961326937892455047e-01
1.306802588245995089e+01 1.002213122627613195e+00 3.077851128553881765e-01
1.279500282098546471e+01 9.679612637588893564e-01 1.187892339215643744e-01
1.485483817058611677e+01 1.366946345645633887e+00 3.333875740890404060e-01
1.410867830875871221e+01 1.802684988783087361e+00 3.476795316246124035e-01
1.397728335610128880e+01 1.028909202954671143e+00 1.208022377120888252e-01
1.467864045377494087e+01 1.102711087482378671e+00 4.125074292246975749e-01
1.261333486056344100e+01 9.836767023918208119e-01 3.619799305929792821e-01
1.478531596074625476e+01 1.367312298485824584e+00 3.876106773294511476e-01
1.366742705677104475e+01 1.451935729708938139e+00 1.525247186994075077e-01
1.338692630351909685e+01 1.473005496281541760e+00 4.362157940091655473e-01
1.451921027093313121e+01 1.438785301577963471e+00 4.343968819449429142e-01
1.337447828521303883e+01 1.386253556043276491e+00 4.455511108657339570e-01
1.285576151166683623e+01 1.232883730582554183e+00 2.036678932385309337e-01
1.461407737584139532e+01 1.592377767725766669e+00 4.861331272211947274e-01
1.349698141696912046e+01 1.745433136929903428e+00 1.915873035679911685e-01
1.455668546021379761e+01 1.746163748669472993e+00 5.476936002338137488e-01
1.356832089022741883e+01 8.645875620349656732e-01 6.068910417195260143e-01
1.302824613302986911e+01 1.896535877857998154e+00 5.921435391285471139e-01
1.477201981437622003e+01 2.325071895723723081e+00 5.909268911454860218e-01
1.404988348475054138e+01 2.107980620945177463e+00 6.585135834011922595e-01
1.470405269929222669e+01 6.181393674197335208e-01 6.652536707158683837e-01
1.457409587501239123e+01 2.852692462629488723e+00 6.273623555230301019e-01
1.419565896702675012e+01 2.358541700409150899e+00 2.325551012281544816e-01
1.353124863301757941e+01 2.175489775531419312e+00 6.924112398021181614e-01
1.398448123574532431e+01 2.011374599824020226e+00 6.885787762030141090e-01
1.429975900385432475e+01 2.404799952013484621e+00 2.530325650071698074e-01
1.295207743476808382e+01 2.555918010578327682e+00 2.583291342010311520e-01
1.457006609446108669e+01 3.267693470910145948e+00 7.039378018780314550e-01
1.385554719475678986e+01 2.179259487357497527e+00 7.161245240852414096e-01
1.350407315605098013e+01 2.649844532339125980e+00 6.803389765287556346e-01
1.465131221030845410e+01 2.907469558761365036e+00 7.891893757302690382e-01
1.270203283806998229e+01 2.352292042934435834e+00 2.738742853180473613e-01
1.313872923908224344e+01 1.758323431189042996e+00 7.868933631831589448e-01
1.477229067621047065e+01 3.695482748660987582e+00 8.779455963530247153e-01
1.261479124095038173e+01 4.753036711467300002e+00 8.787167922181040591e-01
1.283947505507866538e+01 3.193570232371812256e+00 3.609558411243715126e-01
1.420175545815232887e+01 3.371002268976409422e+00 9.987614614733546503e-01
1.334477913600487931e+01 5.261693242900355116e+00 1.180234098265579235e+00
1.380087517625763738e+01 8.336839674689210611e+00 1.999415790665026282e+00
1.347637847010724954e+01 9.049097829830085260e+00 2.703198789069320540e+00
1.356028055319703718e+01 1.739471672667275470e+01 2.407811114816071463e+00
1.392639076974749734e+01 4.976186375551723273e+00 5.553771665540089941e+00
1.603807637849641665e+01 7.671421377164973077e-01 1.890301952268127750e-01
1.504895045620773608e+01 7.681973629050463659e-01 1.806998730085358496e-01
1.682052469086891122e+01 1.243536420175398227e+00 1.130477500330789864e-01
1.676575318040754681e+01 1.208134853566363187e+00 1.109967613831760319e-01
1.639602763652927564e+01 8.001886485339733124e-01 3.339456784567906289e-01
1.624479405609560700e+01 5.533383964288643986e-01 3.426248427182124745e-01
1.733471694295923626e+01 1.562604141802625524e+00 3.858856455198180768e-01
1.515920749389490929e+01 1.316385010585092941e+00 1.627993107109212967e-01
1.593297871635101970e+01 1.016440279114456668e+00 4.538783681180959539e-01
1.638289394933944365e+01 1.636240321204273762e+00 4.641349311717852810e-01
1.589290536529192543e+01 1.467738943708557064e+00 1.501641515526083159e-01
1.567026832010671100e+01 2.053424310130885111e+00 1.872204077056151550e-01
1.507782085559839658e+01 2.107851668298180936e+00 1.773799079726750827e-01
1.757278680466497178e+01 1.387190264035761400e+00 1.821161699494965314e-01
1.589937224843923680e+01 1.512379138740810536e+00 1.649132287986785350e-01
1.633681952414895733e+01 1.823051802321208115e+00 5.843321053405370336e-01
1.728074041030839680e+01 2.971661064887122450e+00 6.104543180013124459e-01
1.624007881907994744e+01 2.868090486090174807e+00 6.235377163753381691e-01
1.743108327620720743e+01 1.344337932580559336e+00 6.216189525779854952e-01
1.558579447627213810e+01 1.716328982243379819e+00 6.348126966581896236e-01
1.702637789786043854e+01 1.810731765211758049e+00 6.369659436130441499e-01
1.700428823128336475e+01 2.359255340159162273e+00 2.781486500483370539e-01
1.730789677276145255e+01 1.765587503258838842e+00 6.312833429436316424e-01
1.605481601550573245e+01 2.377468142915566407e+00 2.515646808627517439e-01
1.518120134559782919e+01 3.494077133883671138e+00 8.283262852148572941e-01
1.576087179647186431e+01 2.806067989188557821e+00 2.849871961775607421e-01
1.666737365477640509e+01 2.180355965825818920e+00 2.980265361925463208e-01
1.499334390403653394e+01 2.489436370321092884e+00 7.955539698903624224e-01
1.584958009531487377e+01 3.535065302976112100e+00 8.215887745956227395e-01
1.569516323992500340e+01 2.697808180471367834e+00 2.873818223049192655e-01
1.531501441601175806e+01 3.033562729185125484e+00 3.490447674597217942e-01
1.738643089373326944e+01 3.866936339378027832e+00 1.005936289833270214e+00
1.734509729450105553e+01 3.377617131668286365e+00 5.474042650252053388e-01
1.733144853335070934e+01 3.342530374968313733e+00 3.573159870329690735e-01
1.702865986203620707e+01 5.102574726061547494e+00 1.124440858670108900e+00
1.611735931601792871e+01 2.739932936199707125e+00 1.187692897044681395e+00
1.513022783514733760e+01 8.260729919880125394e+00 2.572281507550964630e+00
1.595017743679984434e+01 9.429633710158107363e+00 1.125614376507489078e+00
1.809262512929274891e+01 9.090352198358937486e-01 2.761754480564338476e-01
1.890416856878140806e+01 8.299824496845604749e-01 9.375789572378465109e-02
1.835858893778655343e+01 2.408555494777480099e-01 2.993520524967990259e-01
1.882817194778609249e+01 9.687228163892217525e-01 1.601570046270991421e-01
2.001850511112982645e+01 1.203925487767758540e+00 1.293443872754013735e-01
1.937768607499744178e+01 1.096501445470729141e+00 3.804015070644745644e-01
1.804696003178220920e+01 7.500724049022480244e-01 4.119418279661821725e-01
1.974260983412106185e+01 1.981982074709739194e+00 1.800414925475480599e-01
1.841662023138594506e+01 1.601391041909642432e+00 1.685227272263852272e-01
1.890132123030425149e+01 1.366111086449822931e+00 4.961653365755123168e-01
1.888924024976077121e+01 1.388092877052433227e+00 4.995689750588535594e-01
1.864151035082991115e+01 1.648401592935017534e+00 5.580987922943233537e-01
1.780636562884260954e+01 1.797553097693683766e+00 5.373889259430569831e-01
1.993607363781770658e+01 2.485355946656077286e+00 6.008652550114133017e-01
2.090804754066414617e+01 2.357690403041720728e+00 2.500889919351727553e-01
1.991642667450905080e+01 3.636947293520902846e+00 6.035074804414292116e-01
1.777036818981808608e+01 2.511306859433568572e+00 6.224836243354364695e-01
1.843583053339636990e+01 1.991954382747535224e+00 2.188670106714274144e-01
1.792418758362582309e+01 2.583191129346526616e+00 2.327226925546483915e-01
2.091557111445583317e+01 2.331122682542209112e+00 7.533621045191992716e-01
1.772396006794599188e+01 1.418957785199448596e+00 6.799850576464736562e-01
2.081885174226828994e+01 2.145513595328415235e+00 2.252065022902759728e-01
2.084355876591711265e+01 2.803838421672748105e+00 2.934943377892810790e-01
2.047292563006112331e+01 1.953646938037729486e+00 7.637392228722467147e-01
2.070600875801498475e+01 3.073147116224590025e+00 7.583512249767281332e-01
1.803598356192279439e+01 2.436255162929685802e+00 2.570707543897663427e-01
1.816935514678748476e+01 3.247468874271803418e+00 8.791675857305626396e-01
1.848801669679393811e+01 2.808870315957598951e+00 2.814536993197793713e-01
1.960693001292212401e+01 2.609723761445103207e+00 2.772101040408688211e-01
1.843915733605508933e+01 9.889109808205853724e-01 8.433729105799340209e-01
2.034998823601065610e+01 2.227579610142402800e+00 2.813465590043381925e-01
2.054714003815237433e+01 2.528348202436810688e+00 9.014727640463191527e-01
2.047784189605652116e+01 1.548251577702974391e+00 8.710632398457969217e-01
1.895000319592490357e+01 3.689463627274981672e+00 1.006178629591292450e+00
1.862148231948959065e+01 1.056570611848831120e+01 1.085602096986302501e+00
2.443599191072622290e+01 1.790529721607749591e+00 3.927840005130707191e-01
2.212580381762531445e+01 1.439276440665908874e+00 1.263318066583258570e-01
2.436549812600438614e+01 9.324582174965425629e-01 3.988967892728841891e-01
2.108247915568792052e+01 1.200028463967993675e+00 1.421897928323364035e-01
2.481459354204008250e+01 1.527922091942696792e+00 1.550766581939181932e-01
2.338144080060846974e+01 1.910874463481872398e+00 4.962768641730858632e-01
2.312031016270737638e+01 1.790496095199340720e+00 1.745161004889963507e-01
2.160760042877953424e+01 1.571413179938386806e+00 5.342818617598823483e-01
2.139107197072376820e+01 2.267078750657705921e+00 5.401368245204082319e-01
2.147448357961719623e+01 2.037345657984258818e+00 6.300505246969081430e-01
2.169729647036930231e+01 1.832698273264268707e+00 2.891906286203372867e-01
2.347416234385188361e+01 1.600667167905597488e+00 2.369971028897693011e-01
2.138053816366868176e+01 1.987097835579021643e+00 6.108567196904978180e-01
2.327816689127121919e+01 1.515714082302924259e+00 6.589495768030341205e-01
2.252508870246235517e+01 3.353376143299634293e+00 7.098983076191264230e-01
2.341323978651322335e+01 3.307480483844380981e+00 8.230332683198454680e-01
2.202977790815907255e+01 1.815280470456349438e+00 8.242527884027506246e-01
2.494033263070773998e+01 2.707372473132125812e+00 2.829702903855537133e-01
2.496970817434914736e+01 2.352941817017020654e+00 2.857199768597462053e-01
2.289351663973060624e+01 2.878781749183277228e+00 4.362521635595073000e-01
2.276961948783558043e+01 2.115695828486835239e+00 9.298786654189294953e-01
2.468089992590105552e+01 3.411976012786923640e+00 3.798373057502614780e-01
2.114964167359444502e+01 3.481832136903034058e+00 3.513970574181208839e-01
2.470752083066331650e+01 3.133222236640887726e+00 1.009807466407692367e+00
2.347024098494486566e+01 5.609238239681930693e+00 1.027952996223125526e+00
2.374056341769372125e+01 3.556905407601157254e+00 3.802018168333792247e-01
2.174421455026782724e+01 3.038727435622299566e+01 5.746590201887432414e+00
2.845811345683735283e+01 9.333634775016617091e-01 3.961726229602368643e-01
2.809631325053164730e+01 1.001285210077065058e+00 1.480282517992769775e-01
2.957862700011270363e+01 1.357435950670042413e+00 4.343084270871632180e-01
2.793030811547525971e+01 1.193441911473483552e+00 4.859852311137433101e-01
2.854371043128812246e+01 2.340057534519326854e+00 4.915896577146793844e-01
2.634011313521823539e+01 1.503007999584968335e+00 4.884774012733167914e-01
2.725872556308713612e+01 1.779317099064340990e+00 1.791820099316525083e-01
2.684553015366822493e+01 1.408770876996229049e+00 6.218291699029334652e-01
2.750907557630296552e+01 1.988310019953170693e+00 2.131754728832511991e-01
2.603926197186104119e+01 2.266294431155500888e+00 6.582355153511213475e-01
2.632222243875386170e+01 2.049082081734150407e+00 2.778739932535114754e-01
2.790675058009465559e+01 2.339284089107891429e+00 2.647440517831372575e-01
2.677825975355515098e+01 1.984034473827144929e+00 5.763074022027512289e-01
2.600123035386063464e+01 1.991309563220256873e+00 7.270811112977559887e-01
2.960877450274648126e+01 3.224177926780515957e+00 3.052505854084781589e-01
2.784863199299204339e+01 3.289468446868020202e+00 8.406872600891426295e-01
2.826285236121226063e+01 2.517148327926225448e+00 3.126051344131892118e-01
2.757919327064035286e+01 3.336714875076682851e+00 8.234462384122309686e-01
2.797035329116271640e+01 2.602328062406046083e+00 3.104225929583708243e-01
2.629289916535967464e+01 3.307829950214294712e+00 3.804407617413754772e-01
2.535879845534370602e+01 3.935431244215313651e+00 5.276071972037874591e-01
2.627431908800073401e+01 2.544483072151297520e+01 8.577157706720056396e+00
2.982868279348743101e+01 1.169838167792983219e+00 2.503924532095953004e-01
3.429958906554463738e+01 1.212851330667918726e+00 3.762933897529019966e-01
2.993418669502351293e+01 1.039481392096703871e+00 4.334961744859867072e-01
3.379632766223312501e+01 1.531101285901625753e+00 4.307833439870845660e-01
3.141163950443930020e+01 1.107130044663808155e+00 4.491903817962613066e-01
3.294098229818174417e+01 1.640689502410815681e+00 1.727732064087217356e-01
3.329824069588717350e+01 1.626382437144440418e+00 5.557041423084619902e-01
3.106895960170076521e+01 2.459211243040926753e+00 7.824344639733489259e-01
3.253391349679446165e+01 2.165773748943991439e+00 2.384929180513950808e-01
3.494090542403053234e+01 2.694344334053047518e+00 3.164894798442003943e-01
3.309246356067152561e+01 1.548688965566124676e+00 7.178264149955236872e-01
3.413860032656266696e+01 2.116820322176783176e+00 2.932395047308832825e-01
3.190410013701354330e+01 2.772863287187182557e+00 2.850432354584858663e-01
3.418685740038061027e+01 3.422860538529966412e+00 9.884327028749489985e-01
3.038578319893690249e+01 4.694935004634387177e+00 3.963810586228216359e-01
3.115367303149320932e+01 4.882456503426255701e+00 4.466750187100761438e-01
3.196024730728226615e+01 4.987708099487102587e+00 5.736803920013702207e-01
3.328314635219597051e+01 5.949851435254440268e+00 1.482810052540895596e+00
2.995367370686056319e+01 7.650925034867968932e+00 7.538448848286045667e-01
3.192292979600624747e+01 9.236469850276797899e+00 2.344161519388005210e+00
3.128217716190016162e+01 2.720875899053331892e+01 3.086484431229739922e+00
4.182379980078580672e+01 1.051888226794029491e+00 1.548909572406338142e-01
4.137850979814501073e+01 1.429669162273115912e+00 4.475035200673130875e-01
3.769428047023381367e+01 1.570559779941367085e+00 1.623162954843923866e-01
4.079434901024053772e+01 1.532381123663576705e+00 2.106989242356699654e-01
4.054905176884557960e+01 1.777142124306664739e+00 2.694024253387867218e-01
4.153975056431927726e+01 2.047629658953982190e+00 1.988758158512371754e-01
3.727069946285004676e+01 1.933404329091668039e+00 2.125072475101750791e-01
4.092559799408579124e+01 2.072420042285775921e+00 2.620699537596428152e-01
3.808837350263371491e+01 2.381515595551369380e+00 2.506253605044624355e-01
3.740457910661402252e+01 2.038115493992939342e+00 2.228817365339182122e-01
3.730150939689046652e+01 2.427785124829024532e+00 2.380150764146955200e-01
3.663905181916136655e+01 3.296779653233808727e+00 6.969009760166997580e-01
3.778298243803315160e+01 2.283649879502877678e+00 7.233020853455710553e-01
3.831820962457310742e+01 2.547403383888020567e+00 6.999116555871830458e-01
4.090061033267791402e+01 2.571507054199981823e+00 6.961902554373616825e-01
3.748851842430311621e+01 2.055285987962202299e+00 2.694332897825107986e-01
3.705267305279777901e+01 2.723174957112859396e+00 3.642122962769222538e-01
3.854714520236657194e+01 2.874101944960140376e+00 2.705885586947470167e-01
3.717191550358531060e+01 2.793860344454114575e+00 3.179850685068189575e-01
3.650353753234197285e+01 2.851319393885834330e+00 3.710791462957024334e-01
3.593016336287741552e+01 3.771415251388035461e+00 1.105793335558588497e+00
3.717170633560857596e+01 1.033817612389300145e+00 1.215186419128680084e+00
3.972497867563070173e+01 4.844939746245695567e+00 1.371322507339089114e+00
3.679843538435444117e+01 2.227211547854599516e+01 2.255969658356573593e+00
4.638120452878537492e+01 7.616576275562585430e-01 3.363256165161195854e-01
4.401200612741991591e+01 7.521922406629352187e-01 4.952844101882702965e-01
4.623077858890615488e+01 2.103236649922658685e+00 6.113804896375980569e-01
4.684344013089136638e+01 2.360981033211478675e+00 5.826004886197804211e-01
4.268306991924293925e+01 1.925223008924223711e+00 2.156118129966649588e-01
4.577450724201266752e+01 2.344584448290190082e+00 2.750381467074797803e-01
4.689548704259365763e+01 3.157996892696455671e+00 6.643600526780202298e-01
4.539458853300412500e+01 1.076512823539484964e+00 7.177576687353728335e-01
4.476116574639117118e+01 2.478103584094752954e+00 6.705926153731899264e-01
4.697758338559803803e+01 1.569183544805538233e+00 7.094113961995311968e-01
4.967783105958081791e+01 2.739781762697579559e+00 7.645950866728362660e-01
4.967179720993562597e+01 2.972745013491795429e+00 2.568459452195081538e-01
4.634638727968498273e+01 2.771032588443032019e+00 3.424477400623144874e-01
4.880553948950967680e+01 3.392533352570682226e+00 2.930837443430475697e-01
4.397923829793772654e+01 3.273504861005200883e+00 7.989543216874728238e-01
4.250384668245868625e+01 -2.968314847712782978e-01 8.484271850749153243e-01
4.754505994606461172e+01 4.674061581132554544e+00 1.028668534986991068e+00
4.667626279482102092e+01 4.976198797564296505e+00 7.515663205501573740e-01
4.480098304689879996e+01 7.637151242346578606e+00 8.959383014977753135e-01
5.829045966998418749e+01 5.643185570578388432e-01 3.521578424746247271e-01
5.565038405981660929e+01 1.310275283905248944e+00 5.254068914558558401e-01
5.123673049379946320e+01 1.707824733550621810e+00 4.731593729554273708e-01
5.170464164475814073e+01 1.499568288163218188e+00 1.834773749264476950e-01
5.594786205279263669e+01 1.699649754901373599e+00 2.570202126377316154e-01
